Date,Time(UT),Lat,Long,Depth,Mag,Region and Comment
1/17/02,13:33:47,74.07,-71.49,18.0g ,3.5ML ,BAFFIN BAY SEISMIC ZONE. 
1/16/02,5:46:27,51.78,-130.82,20.0g ,3.0ML ,177 km SE of Sandspit
1/15/02,6:26:15,66.89,-142.71,10.0g ,3.4ML ,Northeastern Alaska. 
1/14/02,16:34:55,60.53,-143.14,10.0g ,3.6ML ,Chugach Mountains
1/12/02,11:32:09,63.06,-66.32,18.0g ,3.4MN ,133 km SE from Iqaluit
1/12/02,4:54:22,51.13,-130.76,10.0g ,3.0ML ,215 km WSW of Bella Bella
1/11/02,3:59:57,75.66,-94.47,18.0g ,3.6MN ,108 km N from Resolute
1/9/02,3:26:55,48.13,-123.14,16.0* ,3.0ML ,Near Port Angeles
1/7/02,14:02:36,75.71,-94.82,18.0g ,4.2MN ,113 km N from Resolute
1/7/02,10:56:12,69.02,-95.87,18.0g ,3.3MN ,43 km N from Gjoa Haven
1/7/02,10:49:58,69.03,-95.79,18.0g ,3.5MN ,45 km N from Gjoa Haven
1/7/02,10:41:08,69.03,-96.02,18.0g ,4.4MN ,45 km N from Gjoa Haven
1/5/02,18:13:56,50.52,-130.3,10.0g ,4.3Mw ,204 km W of Pt. Hardy
1/5/02,13:22:21,48.68,-128.37,10.0g ,3.3MLSn ,West of Vancouver Island
1/5/02,2:04:05,48.57,-128.43,10.0g ,4.0Mw ,West of Vancouver Island
1/4/02,13:51:28,48.94,-129.04,10.0g ,3.8mb ,West of Vancouver Island
1/2/02,7:36:53,71.93,-132.16,35.0g ,3.8MLSn ,Beaufort Sea. 
12/31/01,7:52:16,49.5,-129.55,10.0g ,4.3Mw ,West of Vancouver Island
12/27/01,10:50:58,62.97,-60.48,18.0g ,3.3MN ,Labrador Sea. 
12/26/01,16:21:04,49.75,-117.82,1.0g ,3.4ML ,Near Burton
12/26/01,1:39:28,75.63,-105,18.0g ,3.3MN ,Byam Martin Channel
12/25/01,20:28:18,55.36,-133.07,10.0g ,3.1ML ,160 km NW of Masset
12/24/01,16:58:21,46.87,-76.49,18.0g ,3.8MN ,68 km NW from Maniwaki
12/22/01,23:23:32,60.92,-138.26,5.0g ,3.0ML ,St. Elias Mountains
12/21/01,19:37:25,53.82,-133.37,20.0g ,3.1ML ,83 km W of Masset
12/21/01,9:45:01,58.53,-142.76,10.0g ,3.2MLSn ,206 km WSW of Yakutat
12/20/01,13:10:13,50.94,-130.84,10.0g ,3.0MLSn ,231 km WSW of Bella Bella
12/20/01,13:06:23,50.94,-130.65,10.0g ,3.2MLSn ,220 km WSW of Bella Bella
12/19/01,3:52:26,61.92,-123.99,10.0g ,3.0MN ,Mackenzie Mountains
12/19/01,2:59:47,52.45,-131.77,20.0g ,3.1ML ,89 km S of Sandspit
12/17/01,20:12:58,57,-138.08,10.0g ,3.1ML ,166 km W of Sitka
12/17/01,2:28:26,67.28,-92.75,18.0g ,3.1MN ,186 km SW from Pelly Bay
12/10/01,11:43:12,61.11,-119.24,15.0g ,3.8MN ,West of Great Slave Lake
12/9/01,13:47:30,62,-124.03,10.0g ,3.2MN ,Mackenzie Mountains
12/9/01,1:21:50,49.58,-129.35,10.0g ,4.4Mw ,West of Vancouver Island
12/8/01,14:36:21,59.27,-136.68,1.0g ,3.4ML ,Glacier Bay
11/29/01,7:35:30,52.11,-107.07,0.4* ,3.1MN ,Near Saskatoon
11/28/01,6:40:18,72.34,-75.67,18.0g ,3.1MN ,Northern Baffin Island
11/28/01,4:18:39,64.96,-113.66,20.0g ,4.5Mw ,Near Snare Lake
11/28/01,4:11:14,64.91,-113.67,20.0g ,3.9MN ,Near Snare Lake
11/26/01,13:01:14,66.27,-135.92,20.0g ,3.1ML ,Richardson Mountains
11/18/01,2:09:39,60.14,-137.92,1.0g ,4.3Mw ,70 km SSW of Haines Jct.
11/17/01,11:49:33,69.57,-142.99,10.0g ,3.3ML ,Northern Alaska. 
11/16/01,6:41:22,60.69,-140.36,10.0g ,3.0ML ,St. Elias Mountains
11/15/01,7:06:08,46.74,-76.12,18.0g ,3.2MN ,42 km N from Maniwaki
11/14/01,20:21:59,46.51,-77.37,18.0g ,3.2MN ,68 km N from Petawawa
11/12/01,20:52:43,50.67,-130.57,10.0g ,3.8MLSn ,222 km W of Pt. Hardy
11/12/01,3:03:02,47.69,-117.41,2.6g ,3.1ML ,Near Spokane
11/11/01,18:48:27,63.52,-129.53,1.0g ,3.0ML ,Mackenzie Mountains
11/11/01,16:00:29,47.69,-117.4,4.7g ,3.5ML ,Near Spokane
11/11/01,2:56:58,50.27,-130.21,10.0g ,3.0MLSn ,203 km W of Pt. Hardy
11/11/01,1:31:49,50.26,-130.15,10.0g ,3.0MLSn ,West of Vancouver Island
11/11/01,1:20:45,50.28,-130.13,10.0g ,3.0MLSn ,West of Vancouver Island
11/10/01,23:49:19,50.26,-130.24,10.0g ,3.1MLSn ,206 km W of Pt. Hardy
11/10/01,23:46:20,50.27,-130.25,10.0g ,3.1MLSn ,206 km W of Pt. Hardy
11/10/01,20:20:06,48.87,-129.1,10.0g ,4.7Mw ,West of Vancouver Island
11/10/01,18:30:59,48.92,-123.06,21.7* ,3.4ML ,South of Point Roberts
11/10/01,5:18:36,46.44,-76.32,18.0g ,3.2MN ,28 km W from MANIWAKI
11/5/01,15:48:50,61.36,-146.36,1.0g ,3.4ML ,Chugach Mountains
11/5/01,10:41:01,48.86,-129.15,10.0g ,4.3Mw ,West of Vancouver Island
11/5/01,10:41:01,48.86,-129.15,10.0g ,3.8MLSn ,West of Vancouver Island
10/30/01,3:42:46,58.12,-142.54,10.0g ,3.0MLSn ,Gulf of Alaska. 
10/27/01,7:14:11,60.59,-59.47,18.0g ,3.8ML ,LABRADOR SEA SEISMIC ZONE. 
10/26/01,20:23:48,48.94,-129.12,10.0g ,3.1MLSn ,West of Vancouver Island
10/26/01,4:41:57,65.25,-133.22,5.0g ,4.0Mw ,249 km SSE of Fort McPherson
10/25/01,0:24:29,45.01,-68.18,18.0g ,3.2MN ,45 km E of Dover-Foxcroft
10/24/01,13:41:25,72.41,-133.56,35.0g ,3.7MLSn ,Beaufort Sea. 
10/24/01,9:16:14,72.15,-91.35,18.0g ,3.1MN ,Prince Regent Inlet
10/23/01,23:17:10,60.83,-80.2,18.0g ,3.2MN ,Hudson Bay 
10/20/01,0:18:54,50.06,-127.78,38.3* ,4.1Mw ,76 km SSW of Pt. Hardy
10/18/01,20:17:07,52.72,-132.04,20.0g ,3.1ML ,61 km SSW of Sandspit
10/18/01,8:32:10,53.06,-132.81,20.0g ,3.2ML ,69 km W of Sandspit
10/18/01,0:17:11,52.55,-132.21,20.0g ,3.3ML ,82 km SSW of Sandspit
10/15/01,21:43:20,52.68,-132.12,20.0g ,3.0ML ,66 km SSW of Sandspit
10/15/01,19:18:38,52.62,-132.27,20.0g ,3.0ML ,76 km SW of Sandspit
10/12/01,20:33:55,52.6,-132.18,20.0g ,3.5ML ,76 km SSW of Sandspit
10/12/01,9:48:40,52.71,-132.14,20.0g ,3.8ML ,64 km SSW of Sandspit
10/12/01,6:07:36,52.57,-132.31,20.0g ,3.4ML ,82 km SW of Sandspit
10/12/01,6:05:44,52.61,-132.19,20.0g ,3.7ML ,75 km SSW of Sandspit
10/12/01,5:27:17,52.63,-132.32,20.0g ,4.7Mw ,76 km SW of Sandspit
10/12/01,5:15:41,52.68,-132.15,20.0g ,3.2ML ,67 km SSW of Sandspit
10/12/01,5:12:39,52.69,-132.18,20.0g ,3.2ML ,67 km SSW of Sandspit
10/12/01,5:02:35,52.66,-132.13,20.0g ,6.3Mw ,68 km SSW of Sandspit
10/11/01,8:48:49,50,-130.13,10.0g ,3.1ML ,207 km WSW of Pt. Hardy
10/10/01,1:27:43,65.67,-85.58,18.0g ,3.0MN ,Southampton Island
10/6/01,9:59:13,49.53,-126.89,28.3* ,3.0ML ,Near Nootka Island
10/3/01,20:04:30,56.34,-120.93,1.0g ,3.2MN ,Near Fort St. John
10/2/01,0:43:46,60.03,-137.01,10.0g ,3.0ML ,St. Elias Mountains
10/2/01,0:06:48,60.03,-136.97,1.0g ,3.3ML ,St. Elias Mountains
10/1/01,2:30:57,48.96,-128.73,10.0g ,3.0MLSn ,West of Vancouver Island
10/1/01,0:28:57,80.59,-115.8,18.0g ,4.2ML ,QUEEN ELIZABETH SLOPE 
9/30/01,22:55:40,48.84,-129.18,10.0g ,3.1MLSn ,West of Vancouver Island
9/28/01,7:44:17,57.19,-142.87,10.0g ,3.1MLSn ,305 km WSW of Yakutat
9/27/01,7:29:44,76.6,-106.92,18.0g ,3.3MN ,Byam Martin Channel
9/26/01,21:06:47,46.49,-80.07,5.0g ,3.1MN ,50 km NW from North Bay
9/24/01,19:44:26,48.57,-128.57,10.0g ,4.4Mw ,West of Vancouver Island
9/24/01,19:44:26,48.57,-128.57,10.0g ,3.7MLSn ,West of Vancouver Island
9/24/01,19:42:20,48.53,-128.6,10.0g ,3.2MLSn ,West of Vancouver Island
9/24/01,18:26:39,48.54,-128.6,10.0g ,3.1MLSn ,West of Vancouver Island
9/24/01,4:24:18,45.87,-82.26,5.0g ,3.2MN ,60 km SE from Elliot Lake
9/23/01,1:07:23,60.4,-59.55,18.0g ,3.9ML ,LABRADOR SEA SEISMIC ZONE. 
9/21/01,11:57:59,58.1,-143.22,10.0g ,3.9MLSn ,253 km WSW of Yakutat
9/21/01,6:33:03,48.58,-128.59,10.0g ,3.0MLSn ,West of Vancouver Island
9/20/01,18:52:27,48.54,-128.62,10.0g ,3.3MLSn ,West of Vancouver Island
9/20/01,11:04:01,48.86,-128.66,10.0g ,3.2MLSn ,West of Vancouver Island
9/20/01,6:03:45,58.41,-133.36,1.0g ,3.1ML ,Near Mt. Ogden
9/19/01,17:07:16,61.26,-140.02,10.0g ,3.4ML ,St. Elias Mountains
9/19/01,7:11:08,58.36,-133.46,1.0g ,3.1ML ,Near Mt. Ogden
9/19/01,7:11:46,48.7,-128.69,10.0g ,3.2MLSn ,West of Vancouver Island
9/19/01,5:00:58,48.92,-128.82,10.0g ,3.2MLSn ,West of Vancouver Island
9/19/01,4:54:11,58.35,-133.47,1.0g ,3.0ML ,Near Mt. Ogden
9/18/01,23:10:13,48.53,-128.61,10.0g ,3.4MLSn ,West of Vancouver Island
9/18/01,18:33:30,58.35,-133.46,1.0g ,3.0ML ,Near Mt. Ogden
9/18/01,18:29:19,58.28,-133.52,1.0g ,3.1ML ,Near Mt. Ogden
9/18/01,2:20:08,73.98,-95.39,18.0g ,3.0MN ,82 km S from Resolute
9/18/01,0:30:50,48.49,-128.76,10.0g ,4.9Mw ,220 km WSW of Tofino
9/17/01,21:17:32,58.36,-133.47,1.0g ,3.1ML ,Near Mt. Ogden
9/17/01,15:05:12,48.53,-128.63,10.0g ,4.3Mw ,West of Vancouver Island
9/17/01,14:43:55,58.18,-133.57,1.0g ,3.2ML ,Near Mt. Ogden
9/17/01,12:41:42,48.77,-128.58,10.0g ,3.0MLSn ,West of Vancouver Island
9/17/01,11:44:32,48.58,-128.62,10.0g ,3.0MLSn ,West of Vancouver Island
9/17/01,3:40:09,48.58,-128.6,10.0g ,3.0MLSn ,West of Vancouver Island
9/17/01,1:01:51,48.57,-128.63,10.0g ,3.4MLSn ,West of Vancouver Island
9/16/01,23:34:41,48.59,-128.66,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,23:32:14,48.59,-128.6,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,23:28:13,48.58,-128.61,10.0g ,4.0MLSn ,West of Vancouver Island
9/16/01,23:25:19,48.58,-128.62,10.0g ,3.5MLSn ,West of Vancouver Island
9/16/01,23:20:09,48.54,-128.6,10.0g ,5.7Mw ,207 km WSW of Tofino
9/16/01,23:09:28,48.57,-128.68,10.0g ,3.0MLSn ,West of Vancouver Island
9/16/01,23:07:21,48.53,-128.77,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,23:03:14,48.53,-128.66,10.0g ,3.0MLSn ,West of Vancouver Island
9/16/01,22:59:30,48.48,-128.6,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,22:56:30,48.55,-128.54,10.0g ,4.5Mw ,West of Vancouver Island
9/16/01,22:56:30,48.55,-128.54,10.0g ,3.9mb ,West of Vancouver Island
9/16/01,22:48:13,48.47,-128.66,10.0g ,4.8Mw ,West of Vancouver Island
9/16/01,22:48:13,48.47,-128.66,10.0g ,4.2mb ,West of Vancouver Island
9/16/01,22:44:47,48.54,-128.56,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,22:28:14,48.57,-128.63,10.0g ,3.0MLSn ,West of Vancouver Island
9/16/01,19:17:49,48.51,-128.7,10.0g ,3.0MLSn ,West of Vancouver Island
9/16/01,16:22:17,48.55,-128.7,10.0g ,3.0MLSn ,West of Vancouver Island
9/16/01,16:11:25,56.63,-136.1,10.0g ,4.1ML ,66 km WSW of Sitka
9/16/01,8:00:02,48.57,-128.64,10.0g ,3.2MLSn ,West of Vancouver Island
9/16/01,6:20:26,50.64,-63.35,5.0g ,3.7MN ,50 km N from Havre-St-Pierre
9/16/01,1:23:32,63.61,-129.42,1.0g ,4.2ML ,Mackenzie Mountains
9/16/01,0:26:22,48.57,-128.54,10.0g ,3.2MLSn ,West of Vancouver Island
9/15/01,18:57:32,58.48,-142.72,10.0g ,3.0MLSn ,206 km WSW of Yakutat
9/15/01,15:22:31,48.56,-128.61,10.0g ,3.2MLSn ,West of Vancouver Island
9/15/01,15:14:45,59.21,-71.44,18.0g ,4.1MN ,102 km W from Aupaluk
9/15/01,13:09:02,48.56,-128.59,10.0g ,3.3MLSn ,West of Vancouver Island
9/15/01,13:05:33,48.6,-128.57,10.0g ,3.3MLSn ,West of Vancouver Island
9/15/01,13:00:03,48.66,-128.49,10.0g ,3.5MLSn ,West of Vancouver Island
9/15/01,12:36:34,48.55,-128.64,10.0g ,3.3MLSn ,West of Vancouver Island
9/15/01,11:50:33,48.58,-128.56,10.0g ,3.4MLSn ,West of Vancouver Island
9/15/01,11:45:01,48.59,-128.56,10.0g ,3.0MLSn ,West of Vancouver Island
9/15/01,11:31:58,48.62,-128.5,10.0g ,3.4MLSn ,West of Vancouver Island
9/15/01,11:15:08,48.58,-128.6,10.0g ,3.5MLSn ,West of Vancouver Island
9/15/01,11:12:38,48.6,-128.61,10.0g ,3.2ML ,206 km WSW of Tofino
9/15/01,11:12:38,48.6,-128.61,10.0g ,3.9mb ,West of Vancouver Island
9/15/01,11:04:41,48.62,-128.49,10.0g ,3.2MLSn ,West of Vancouver Island
9/15/01,10:50:39,48.56,-128.56,10.0g ,5.5Mw ,204 km WSW of Tofino
9/15/01,10:28:17,48.57,-128.59,10.0g ,3.2MLSn ,West of Vancouver Island
9/15/01,9:59:31,48.76,-128.63,10.0g ,3.2MLSn ,West of Vancouver Island
9/15/01,9:26:11,48.63,-128.41,10.0g ,3.0MLSn ,West of Vancouver Island
9/15/01,3:54:44,48.76,-128.6,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,21:20:41,72.24,-75.54,18.0g ,3.7MN ,97 km SE from Pond Inlet
9/14/01,20:46:22,48.78,-128.69,10.0g ,4.8Mw ,206 km W of Tofino
9/14/01,15:59:12,48.59,-128.61,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,15:39:49,48.73,-128.65,10.0g ,4.8Mw ,West of Vancouver Island
9/14/01,15:39:49,48.73,-128.65,10.0g ,4.3mb ,West of Vancouver Island
9/14/01,14:52:45,48.59,-128.56,10.0g ,3.5MLSn ,West of Vancouver Island
9/14/01,12:57:59,48.62,-128.55,10.0g ,3.3MLSn ,West of Vancouver Island
9/14/01,12:36:43,48.85,-128.51,10.0g ,4.7Mw ,192 km W of Tofino
9/14/01,12:36:43,48.85,-128.51,10.0g ,4.2mb ,West of Vancouver Island
9/14/01,12:30:19,48.76,-128.62,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,9:48:55,48.8,-128.62,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,7:05:19,48.82,-128.63,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,6:30:58,48.67,-128.55,10.0g ,3.2MLSn ,West of Vancouver Island
9/14/01,6:29:25,48.68,-128.6,10.0g ,3.7mb ,West of Vancouver Island
9/14/01,5:48:22,48.68,-128.62,10.0g ,3.4MLSn ,West of Vancouver Island
9/14/01,5:42:20,48.8,-128.61,10.0g ,4.3mb ,West of Vancouver Island
9/14/01,5:38:53,48.7,-128.46,10.0g ,5.1Mw ,192 km W of Tofino
9/14/01,5:31:04,48.74,-128.54,10.0g ,3.6MLSn ,West of Vancouver Island
9/14/01,5:16:00,48.78,-128.56,10.0g ,3.4ML ,197 km W of Tofino
9/14/01,5:16:00,48.78,-128.56,10.0g ,4.1mb ,West of Vancouver Island
9/14/01,5:10:10,48.78,-128.63,10.0g ,3.7MLSn ,West of Vancouver Island
9/14/01,5:09:41,48.66,-128.55,10.0g ,3.6MLSn ,West of Vancouver Island
9/14/01,5:06:43,48.65,-128.57,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,5:05:36,48.74,-128.52,10.0g ,3.3MLSn ,West of Vancouver Island
9/14/01,5:04:00,48.83,-128.55,10.0g ,3.0MLSn ,West of Vancouver Island
9/14/01,5:04:51,48.74,-128.56,10.0g ,3.2ML ,West of Vancouver Island
9/14/01,4:55:12,48.85,-128.53,10.0g ,3.3MLSn ,West of Vancouver Island
9/14/01,4:54:13,48.84,-128.62,10.0g ,3.3MLSn ,West of Vancouver Island
9/14/01,4:50:48,48.74,-128.55,10.0g ,3.6MLSn ,West of Vancouver Island
9/14/01,4:49:22,48.86,-128.52,10.0g ,3.7MLSn ,West of Vancouver Island
9/14/01,4:45:08,48.69,-128.71,10.0g ,6.0Mw ,210 km W of Tofino
9/14/01,2:52:08,61.36,-139.97,1.0g ,3.5ML ,St. Elias Mountains
9/13/01,15:42:53,48.73,-128.6,10.0g ,3.0MLSn ,West of Vancouver Island
9/13/01,15:33:57,48.67,-128.63,10.0g ,3.6MLSn ,West of Vancouver Island
9/13/01,15:11:12,48.74,-128.62,10.0g ,3.0MLSn ,West of Vancouver Island
9/13/01,10:08:15,48.7,-128.65,10.0g ,3.7MLSn ,West of Vancouver Island
9/13/01,10:04:43,48.78,-128.58,10.0g ,3.4MLSn ,West of Vancouver Island
9/13/01,10:01:11,48.75,-128.6,10.0g ,3.2MLSn ,West of Vancouver Island
9/13/01,9:56:58,48.79,-128.62,10.0g ,5.3Mw ,201 km W of Tofino
9/13/01,5:45:53,48.74,-128.52,10.0g ,3.5MLSn ,West of Vancouver Island
9/13/01,5:43:11,48.75,-128.55,10.0g ,4.6mb ,West of Vancouver Island
9/13/01,5:18:57,48.79,-128.6,10.0g ,3.4MLSn ,West of Vancouver Island
9/13/01,4:47:08,48.68,-128.65,10.0g ,4.2mb ,West of Vancouver Island
9/13/01,4:34:15,48.76,-128.61,10.0g ,3.5MLSn ,West of Vancouver Island
9/13/01,4:25:52,48.66,-128.69,10.0g ,3.5MLSn ,West of Vancouver Island
9/13/01,4:20:46,48.76,-128.63,10.0g ,3.4MLSn ,West of Vancouver Island
9/13/01,2:31:38,48.72,-128.6,10.0g ,3.3MLSn ,West of Vancouver Island
9/13/01,2:21:20,52.62,-132.96,20.0g ,3.0ML ,103 km WSW of Sandspit
9/13/01,1:32:34,48.75,-128.63,10.0g ,3.1MLSn ,West of Vancouver Island
9/13/01,1:10:33,48.76,-128.6,10.0g ,3.1MLSn ,West of Vancouver Island
9/13/01,0:29:08,48.77,-128.56,10.0g ,3.0MLSn ,West of Vancouver Island
9/12/01,22:46:24,48.76,-128.61,10.0g ,3.0ML ,201 km W of Tofino
9/12/01,22:46:24,48.76,-128.61,10.0g ,4.2mb ,West of Vancouver Island
9/12/01,22:40:04,48.79,-128.61,10.0g ,3.1MLSn ,West of Vancouver Island
9/12/01,22:30:21,48.72,-128.67,10.0g ,5.2Mw ,206 km W of Tofino
9/12/01,22:24:54,48.72,-128.64,10.0g ,5.2Mw ,204 km W of Tofino
9/12/01,20:06:38,48.78,-128.6,10.0g ,3.3MLSn ,West of Vancouver Island
9/12/01,17:58:33,48.77,-128.57,10.0g ,3.2ML ,198 km W of Tofino
9/12/01,17:42:09,48.82,-128.57,10.0g ,3.2MLSn ,West of Vancouver Island
9/12/01,17:27:27,64.97,-134.45,1.0g ,3.4ML ,Wernecke Mountains
9/12/01,17:26:50,64.88,-134.39,1.0g ,3.1ML ,Wernecke Mountains
9/12/01,15:02:26,48.75,-128.6,10.0g ,3.4MLSn ,West of Vancouver Island
9/12/01,14:46:59,48.75,-128.56,10.0g ,3.5MLSn ,West of Vancouver Island
9/12/01,14:04:38,48.84,-128.6,10.0g ,4.7Mw ,199 km W of Tofino
9/12/01,13:51:51,48.76,-128.64,10.0g ,4.8Mw ,203 km SW of Tofino
9/12/01,13:51:51,48.76,-128.64,10.0g ,4.3mb ,West of Vancouver Island
9/12/01,13:37:42,48.75,-128.6,10.0g ,3.1MLSn ,West of Vancouver Island
9/12/01,13:18:19,48.81,-128.64,10.0g ,4.5Mw ,202 km SW of Tofino
9/12/01,13:00:11,48.73,-128.59,10.0g ,3.4MLSn ,200 km W of Tofino
9/12/01,12:55:27,48.78,-128.58,10.0g ,4.4mb ,West of Vancouver Island
9/12/01,12:50:16,48.81,-128.56,10.0g ,5.1mb ,West of Vancouver Island
9/12/01,12:48:52,48.78,-128.65,10.0g ,5.2Mw ,204 km W of Tofino
9/11/01,23:10:14,48.64,-128.6,10.0g ,3.1MLSn ,West of Vancouver Island
9/11/01,18:56:45,67.1,-135.95,20.0g ,3.2ML ,Richardson Mountains
9/11/01,16:26:07,67.7,-135.27,20.0g ,3.2ML ,45 km NW of Ft. McPherson
9/10/01,11:50:58,66.23,-135.66,20.0g ,3.0ML ,Richardson Mountains
9/10/01,11:04:04,48.8,-128.62,10.0g ,3.3MLSn ,West of Vancouver Island
9/10/01,6:31:34,48.82,-128.56,10.0g ,4.5MLSn ,196 km W of Tofino
9/9/01,23:29:35,48.72,-128.63,10.0g ,3.3MLSn ,West of Vancouver Island
9/9/01,22:14:22,48.78,-128.61,10.0g ,4.2mb ,West of Vancouver Island
9/9/01,17:06:17,48.84,-128.66,10.0g ,3.1MLSn ,West of Vancouver Island
9/9/01,17:03:41,48.76,-128.59,10.0g ,3.4MLSn ,West of Vancouver Island
9/9/01,11:14:51,48.77,-128.63,10.0g ,3.2MLSn ,West of Vancouver Island
9/9/01,11:06:50,48.85,-128.44,10.0g ,3.5MLSn ,West of Vancouver Island
9/9/01,10:24:35,50.41,-130.16,10.0g ,3.2MLSn ,196 km W of Pt. Hardy
9/9/01,9:32:13,50.43,-130.19,10.0g ,3.4MLSn ,198 km W of Pt. Hardy
9/8/01,23:11:40,48.76,-128.6,10.0g ,3.2ML ,200 km W of Tofino
9/8/01,23:11:40,48.76,-128.6,10.0g ,4.1mb ,West of Vancouver Island
9/8/01,21:52:02,48.76,-128.62,10.0g ,3.0MLSn ,West of Vancouver Island
9/8/01,20:19:57,48.73,-128.61,10.0g ,3.2MLSn ,West of Vancouver Island
9/8/01,20:13:54,48.75,-128.58,10.0g ,3.3MLSn ,West of Vancouver Island
9/8/01,19:51:41,48.77,-128.62,10.0g ,3.4MLSn ,West of Vancouver Island
9/8/01,19:00:49,48.78,-128.64,10.0g ,3.3MLSn ,West of Vancouver Island
9/8/01,18:02:52,48.77,-128.69,10.0g ,4.0mb ,West of Vancouver Island
9/8/01,17:54:08,48.75,-128.6,10.0g ,3.4MLSn ,West of Vancouver Island
9/8/01,17:50:09,48.75,-128.58,10.0g ,3.3MLSn ,West of Vancouver Island
9/8/01,17:45:26,48.84,-128.5,10.0g ,3.3MLSn ,West of Vancouver Island
9/8/01,17:30:06,48.77,-128.63,10.0g ,3.5MLSn ,West of Vancouver Island
9/8/01,17:19:41,48.75,-128.7,10.0g ,4.8Mw ,208 km W of Tofino
9/8/01,17:16:17,48.82,-128.58,10.0g ,3.1MLSn ,West of Vancouver Island
9/8/01,17:15:04,48.78,-128.58,10.0g ,3.1MLSn ,West of Vancouver Island
9/8/01,17:04:16,48.78,-128.66,10.0g ,4.4Mw ,204 km SW of Tofino
9/8/01,17:02:30,48.72,-128.67,10.0g ,3.0MLSn ,West of Vancouver Island
9/8/01,14:45:21,48.85,-128.63,10.0g ,3.6MLSn ,West of Vancouver Island
9/8/01,14:24:28,48.79,-128.63,10.0g ,4.5Mw ,202 km SW of Tofino
9/8/01,13:56:59,48.77,-128.61,10.0g ,3.4MLSn ,West of Vancouver Island
9/8/01,11:44:27,48.74,-128.61,10.0g ,3.0MLSn ,West of Vancouver Island
9/8/01,8:08:16,48.83,-128.67,10.0g ,4.6Mw ,West of Vancouver Island
9/8/01,7:03:39,48.85,-128.61,10.0g ,3.1MLSn ,West of Vancouver Island
9/8/01,6:44:44,48.83,-128.69,10.0g ,4.5MLSn ,West of Vancouver Island
9/8/01,6:43:31,48.74,-128.75,10.0g ,5.1Mw ,212 km W of Tofino
9/7/01,23:02:40,48.79,-128.65,10.0g ,3.1MLSn ,West of Vancouver Island
9/7/01,22:56:58,48.76,-128.68,10.0g ,5.1Mw ,West of Vancouver Island
9/7/01,21:26:53,48.81,-128.55,10.0g ,3.0MLSn ,West of Vancouver Island
9/7/01,21:21:34,48.81,-128.55,10.0g ,3.1MLSn ,West of Vancouver Island
9/7/01,20:59:53,48.83,-128.52,10.0g ,4.7Mw ,West of Vancouver Island
9/7/01,20:58:12,48.92,-128.45,10.0g ,3.6MLSn ,West of Vancouver Island
9/7/01,20:54:13,48.81,-128.59,10.0g ,3.3MLSn ,West of Vancouver Island
9/5/01,23:24:39,72.32,-133.02,35.0g ,4.1MLSn ,Beaufort Sea. 
9/5/01,2:33:49,77.95,-115.16,18.0g ,5.1ML ,Near Mackenzie King Island
9/4/01,17:34:08,74.95,-71.99,18.0g ,3.9ML ,BAFFIN BAY SEISMIC ZONE. 
9/4/01,12:44:25,76.55,-106.88,18.0g ,3.4MN ,Byam Martin Channel
9/3/01,17:08:44,60.84,-130.25,10.0g ,3.3ML ,Pelly Mountains
9/3/01,7:30:55,76.56,-106.84,18.0g ,3.6MN ,Byam Martin Channel
9/3/01,7:02:24,76.53,-106.92,18.0g ,3.9MN ,Byam Martin Channel
9/3/01,6:54:59,76.56,-106.88,18.0g ,4.0MN ,Byam Martin Channel
9/1/01,16:38:33,49.01,-128.39,10.0g ,3.0MLSn ,West of Vancouver Island
9/1/01,11:51:41,76.64,-107.56,18.0g ,3.0MN ,Byam Martin Channel
8/30/01,19:25:56,65.46,-87.07,18.0g ,3.2MN ,Wager Bay
8/30/01,12:24:10,65.16,-86.9,18.0g ,3.0MN ,Wager Bay
8/28/01,17:12:05,48.89,-129.17,10.0g ,3.3MLSn ,West of Vancouver Island
8/28/01,4:30:36,48.82,-128.67,10.0g ,3.0MLSn ,West of Vancouver Island
8/27/01,14:20:34,59.85,-138.7,1.0g ,3.1ML ,St. Elias Mountains
8/25/01,2:19:14,76.57,-106.92,18.0g ,4.0MN ,Byam Martin Channel
8/24/01,18:12:12,56.7,-140.43,10.0g ,4.2MLSn ,293 km SSW of Yakutat
8/24/01,16:28:24,65.3,-141.3,1.0g ,3.1ML ,Eastern Alaska. 
8/23/01,20:15:42,64.22,-131.05,1.0g ,3.1ML ,Wernecke Mountains
8/23/01,16:43:08,77.24,-127.12,35.0g ,3.8MN ,West of Prince Patrick Island
8/22/01,23:35:52,76.68,-107.04,18.0g ,3.2MN ,Byam Martin Channel
8/22/01,14:03:04,59.25,-137.76,1.0g ,3.1ML ,Grand Pacific Glacier
8/21/01,22:21:56,60.16,-143.62,1.0g ,4.5ML ,183 km ESE of Valdez
